Course,Section,Credits,Start Time,End Time,Day,Location
5600 - MFG T 123 Digital Fundamentals and Programmable Logic Controllers,S   ,4.0,103,123,1,AMT 152
5600 - MFG T 123 Digital Fundamentals and Programmable Logic Controllers,S   ,4.0,103,123,3,AMT 152
7120 - PEHW 100 Beginning Yoga,A   ,2.0,64,72,1,FIT 231
7120 - PEHW 100 Beginning Yoga,A   ,2.0,64,72,2,FIT 231
7120 - PEHW 100 Beginning Yoga,A   ,2.0,64,72,4,FIT 231
7122 - PEHW 100 Beginning Yoga,B   ,2.0,73,81,1,FIT 231
7122 - PEHW 100 Beginning Yoga,B   ,2.0,73,81,2,FIT 231
7122 - PEHW 100 Beginning Yoga,B   ,2.0,73,81,4,FIT 231
7124 - PEHW 100 Beginning Yoga,C   ,1.0,82,88,2,FIT 231
7124 - PEHW 100 Beginning Yoga,C   ,1.0,82,88,4,FIT 231
6946 - PHIL& 101 Introduction to Philosophy,MO  ,5.0,85,102,1,TYE 302
6946 - PHIL& 101 Introduction to Philosophy,MO  ,5.0,85,102,3,TYE 302
6954 - PHIL& 120 Symbolic Logic,A   ,5.0,82,99,2,GWH 380
6954 - PHIL& 120 Symbolic Logic,A   ,5.0,82,99,4,GWH 380
7626 - PSYC& 100 General Psychology,HY  ,5.0,64,78,2,GWH 270
7626 - PSYC& 100 General Psychology,HY  ,5.0,64,78,4,GWH 270
7630 - PSYC& 100 General Psychology,S   ,5.0,109,126,1,GWH 382
7630 - PSYC& 100 General Psychology,S   ,5.0,109,126,3,GWH 382
7660 - PSYC& 200 Lifespan Psychology,A   ,5.0,64,72,1,GWH 374
7660 - PSYC& 200 Lifespan Psychology,A   ,5.0,64,72,2,GWH 374
7660 - PSYC& 200 Lifespan Psychology,A   ,5.0,64,72,3,GWH 374
7660 - PSYC& 200 Lifespan Psychology,A   ,5.0,64,72,4,GWH 374
8018 - SPAN 199C Spanish III: Review,C   ,1.0,49,54,1,GWH 266
8018 - SPAN 199C Spanish III: Review,C   ,1.0,49,54,2,GWH 266
8018 - SPAN 199C Spanish III: Review,C   ,1.0,49,54,3,GWH 266
8018 - SPAN 199C Spanish III: Review,C   ,1.0,49,54,4,GWH 266
8012 - SPAN& 123 Spanish III,A   ,5.0,55,78,1,GWH 266
8012 - SPAN& 123 Spanish III,A   ,5.0,55,78,2,GWH 266
8012 - SPAN& 123 Spanish III,A   ,5.0,55,78,3,GWH 266
8012 - SPAN& 123 Spanish III,A   ,5.0,55,78,4,GWH 266
0458 - TS 034 Reading Washington State History,A   ,5.0,73,81,1,BAK 113
0458 - TS 034 Reading Washington State History,A   ,5.0,73,81,2,BAK 113
0458 - TS 034 Reading Washington State History,A   ,5.0,73,81,3,BAK 113
0458 - TS 034 Reading Washington State History,A   ,5.0,73,81,4,BAK 113
0480 - TS 044 Basic ELA Computer Skills,A   ,5.0,46,54,1,RAI 203
0480 - TS 044 Basic ELA Computer Skills,A   ,5.0,46,54,2,RAI 203
0480 - TS 044 Basic ELA Computer Skills,A   ,5.0,46,54,3,RAI 203
0480 - TS 044 Basic ELA Computer Skills,A   ,5.0,46,54,4,RAI 203
0474 - TS 055 Earth and Space Science I ,HY  ,5.0,109,126,1,RAI 202
0508 - TS 060 Basic Math Skills II,MO4 ,5.0,109,126,1,TYE 295
0508 - TS 060 Basic Math Skills II,MO4 ,5.0,109,126,3,TYE 295
0482 - TS 066 Basic Academic Computer Skills,A   ,5.0,46,54,1,RAI 203
0482 - TS 066 Basic Academic Computer Skills,A   ,5.0,46,54,2,RAI 203
0482 - TS 066 Basic Academic Computer Skills,A   ,5.0,46,54,3,RAI 203
0482 - TS 066 Basic Academic Computer Skills,A   ,5.0,46,54,4,RAI 203
0522 - TS 070 Preparation for Algebra,A   ,5.0,55,63,1,BAK 206
0522 - TS 070 Preparation for Algebra,A   ,5.0,55,63,2,BAK 206
0522 - TS 070 Preparation for Algebra,A   ,5.0,55,63,3,BAK 206
0522 - TS 070 Preparation for Algebra,A   ,5.0,55,63,4,BAK 206
0530 - TS 070 Preparation for Algebra,MO4 ,5.0,109,126,1,TYE 295
0530 - TS 070 Preparation for Algebra,MO4 ,5.0,109,126,3,TYE 295
0570 - TS 080 Introduction to Algebra,A   ,5.0,55,63,1,BAK 102
0570 - TS 080 Introduction to Algebra,A   ,5.0,55,63,2,BAK 102
0570 - TS 080 Introduction to Algebra,A   ,5.0,55,63,3,BAK 102
0570 - TS 080 Introduction to Algebra,A   ,5.0,55,63,4,BAK 102
0580 - TS 080 Introduction to Algebra,MO4 ,5.0,109,126,1,TYE 295
0580 - TS 080 Introduction to Algebra,MO4 ,5.0,109,126,3,TYE 295
0576 - TS 080 Introduction to Algebra,S   ,5.0,109,126,1,BAK 102
0576 - TS 080 Introduction to Algebra,S   ,5.0,109,126,3,BAK 102
0618 - TS 087 Writing Structure and Academic Planning,MO3 ,5.0,109,126,2,TYE 303
0618 - TS 087 Writing Structure and Academic Planning,MO3 ,5.0,109,126,4,TYE 303
0616 - TS 087 Writing Structure and Academic Planning,S   ,5.0,109,126,2,BAK 206
0616 - TS 087 Writing Structure and Academic Planning,S   ,5.0,109,126,4,BAK 206
0600 - TS 091 Elementary and Intermediate Algebra I ,A   ,5.0,55,63,1,MON 209
0600 - TS 091 Elementary and Intermediate Algebra I ,A   ,5.0,55,63,2,MON 209
0600 - TS 091 Elementary and Intermediate Algebra I ,A   ,5.0,55,63,3,MON 209
0600 - TS 091 Elementary and Intermediate Algebra I ,A   ,5.0,55,63,4,MON 209
0642 - TS 094 Introduction to Academic Reading Literature,A   ,5.0,55,63,1,BAK 201
0642 - TS 094 Introduction to Academic Reading Literature,A   ,5.0,55,63,2,BAK 201
0642 - TS 094 Introduction to Academic Reading Literature,A   ,5.0,55,63,3,BAK 201
0642 - TS 094 Introduction to Academic Reading Literature,A   ,5.0,55,63,4,BAK 201
0644 - TS 094 Introduction to Academic Reading Literature,MOS ,5.0,109,126,2,TYE 302
0644 - TS 094 Introduction to Academic Reading Literature,MOS ,5.0,109,126,4,TYE 302
0640 - TS 094 Introduction to Academic Reading Literature,SP  ,5.0,109,126,1,BAK 207
0640 - TS 094 Introduction to Academic Reading Literature,SP  ,5.0,109,126,3,BAK 207
0646 - TS 094 Introduction to Academic Reading Literature,TCC ,5.0,109,126,2,TCC C-2
0646 - TS 094 Introduction to Academic Reading Literature,TCC ,5.0,109,126,4,TCC C-2
0658 - TS 096 Transitional Computer Skills,A   ,5.0,73,81,1,RAI 203
0658 - TS 096 Transitional Computer Skills,A   ,5.0,73,81,2,RAI 203
0658 - TS 096 Transitional Computer Skills,A   ,5.0,73,81,3,RAI 203
0658 - TS 096 Transitional Computer Skills,A   ,5.0,73,81,4,RAI 203
0676 - TS 097 Introduction to College Paragraphs,MO3 ,5.0,109,126,2,TYE 303
0676 - TS 097 Introduction to College Paragraphs,MO3 ,5.0,109,126,4,TYE 303
0678 - TS 097 Introduction to College Paragraphs,S   ,5.0,109,126,2,RAI 207
0678 - TS 097 Introduction to College Paragraphs,S   ,5.0,109,126,4,RAI 207
0702 - TS 098 Introduction to College Essays,MO3 ,5.0,109,126,2,TYE 303
0702 - TS 098 Introduction to College Essays,MO3 ,5.0,109,126,4,TYE 303
0704 - TS 098 Introduction to College Essays,S   ,5.0,109,126,2,BAK 201
0704 - TS 098 Introduction to College Essays,S   ,5.0,109,126,4,BAK 201
0708 - TS 099 Academic Support Modules,A   ,5.0,46,54,1,RAI 202
0708 - TS 099 Academic Support Modules,A   ,5.0,46,54,2,RAI 202
0708 - TS 099 Academic Support Modules,A   ,5.0,46,54,3,RAI 202
0708 - TS 099 Academic Support Modules,A   ,5.0,46,54,4,RAI 202
8426 - WELD 190 Oxyacetylene Welding and Cutting,B   ,5.0,46,79,2,AMT 126
8426 - WELD 190 Oxyacetylene Welding and Cutting,B   ,5.0,46,79,4,AMT 126
8428 - WELD 190 Oxyacetylene Welding and Cutting,S   ,5.0,109,143,1,AMT 126
8428 - WELD 190 Oxyacetylene Welding and Cutting,S   ,5.0,109,143,3,AMT 126
8429 - WELD 190 Oxyacetylene Welding and Cutting,T   ,5.0,109,143,2,AMT 126
8429 - WELD 190 Oxyacetylene Welding and Cutting,T   ,5.0,109,143,4,AMT 126
8436 - WELD 191 Basic Arc Welding,S   ,5.0,109,143,1,AMT 126
8436 - WELD 191 Basic Arc Welding,S   ,5.0,109,143,3,AMT 126
8442 - WELD 192 Advanced ARC Welding,B   ,5.0,46,79,2,AMT 126
8442 - WELD 192 Advanced ARC Welding,B   ,5.0,46,79,4,AMT 126
8441 - WELD 192 Advanced ARC Welding,IB  ,5.0,46,78,1,AMT 126
8441 - WELD 192 Advanced ARC Welding,IB  ,5.0,46,78,3,AMT 126
8446 - WELD 192 Advanced ARC Welding,S   ,5.0,109,143,1,AMT 126
8446 - WELD 192 Advanced ARC Welding,S   ,5.0,109,143,3,AMT 126
8448 - WELD 192 Advanced ARC Welding,T   ,5.0,109,143,2,AMT 126
8448 - WELD 192 Advanced ARC Welding,T   ,5.0,109,143,4,AMT 126
8458 - WELD 193 Basic Pipe Welding,S   ,5.0,109,143,1,AMT 126
8458 - WELD 193 Basic Pipe Welding,S   ,5.0,109,143,3,AMT 126
8459 - WELD 193 Basic Pipe Welding,T   ,5.0,109,143,2,AMT 126
8459 - WELD 193 Basic Pipe Welding,T   ,5.0,109,143,4,AMT 126
8462 - WELD 194 Gas Tungsten Arc Welding,B   ,5.0,46,79,2,AMT 126
8462 - WELD 194 Gas Tungsten Arc Welding,B   ,5.0,46,79,4,AMT 126
8466 - WELD 194 Gas Tungsten Arc Welding,S   ,5.0,109,143,1,AMT 126
8466 - WELD 194 Gas Tungsten Arc Welding,S   ,5.0,109,143,3,AMT 126
8471 - WELD 195 Gas Metal Arc Welding,IB  ,5.0,79,97,1,AMT 126
8471 - WELD 195 Gas Metal Arc Welding,IB  ,5.0,79,97,2,AMT 126
8471 - WELD 195 Gas Metal Arc Welding,IB  ,5.0,79,97,3,AMT 126
8471 - WELD 195 Gas Metal Arc Welding,IB  ,5.0,79,97,4,AMT 126
8478 - WELD 195 Gas Metal Arc Welding,S   ,5.0,109,143,1,AMT 126
8478 - WELD 195 Gas Metal Arc Welding,S   ,5.0,109,143,3,AMT 126
8479 - WELD 195 Gas Metal Arc Welding,T   ,5.0,109,143,2,AMT 126
8479 - WELD 195 Gas Metal Arc Welding,T   ,5.0,109,143,4,AMT 126
8482 - WELD 196 Flux Core Arc Welding,B   ,5.0,46,79,2,AMT 126
8482 - WELD 196 Flux Core Arc Welding,B   ,5.0,46,79,4,AMT 126
8486 - WELD 196 Flux Core Arc Welding,S   ,5.0,109,143,1,AMT 126
8486 - WELD 196 Flux Core Arc Welding,S   ,5.0,109,143,3,AMT 126
8488 - WELD 196 Flux Core Arc Welding,T   ,5.0,109,143,2,AMT 126
8488 - WELD 196 Flux Core Arc Welding,T   ,5.0,109,143,4,AMT 126
8537 - WELD 225 Welding Skills Building,T   ,2.0,97,109,1,AMT 126
8537 - WELD 225 Welding Skills Building,T   ,2.0,97,109,3,AMT 126
8538 - WELD 226 Welding Skills Building 2,T   ,2.0,97,109,1,AMT 126
8538 - WELD 226 Welding Skills Building 2,T   ,2.0,97,109,3,AMT 126
8540 - WELD 291 Basic Arc Welding 2,B   ,5.0,46,79,2,AMT 126
8540 - WELD 291 Basic Arc Welding 2,B   ,5.0,46,79,4,AMT 126
8542 - WELD 291 Basic Arc Welding 2,S   ,5.0,109,143,1,AMT 126
8542 - WELD 291 Basic Arc Welding 2,S   ,5.0,109,143,3,AMT 126
8543 - WELD 291 Basic Arc Welding 2,T   ,5.0,109,143,2,AMT 126
8543 - WELD 291 Basic Arc Welding 2,T   ,5.0,109,143,4,AMT 126
8545 - WELD 292 Advanced Arc Welding 2,B   ,5.0,46,79,2,AMT 126
8545 - WELD 292 Advanced Arc Welding 2,B   ,5.0,46,79,4,AMT 126
8547 - WELD 292 Advanced Arc Welding 2,S   ,5.0,109,143,1,AMT 126
8547 - WELD 292 Advanced Arc Welding 2,S   ,5.0,109,143,3,AMT 126
8548 - WELD 292 Advanced Arc Welding 2,T   ,5.0,109,143,2,AMT 126
8548 - WELD 292 Advanced Arc Welding 2,T   ,5.0,109,143,4,AMT 126
8550 - WELD 294 Gas Tungsten Arc Welding 2,B   ,5.0,46,79,2,AMT 126
8550 - WELD 294 Gas Tungsten Arc Welding 2,B   ,5.0,46,79,4,AMT 126
8552 - WELD 294 Gas Tungsten Arc Welding 2,S   ,5.0,109,143,1,AMT 126
8552 - WELD 294 Gas Tungsten Arc Welding 2,S   ,5.0,109,143,3,AMT 126
8553 - WELD 294 Gas Tungsten Arc Welding 2,T   ,5.0,109,143,2,AMT 126
8553 - WELD 294 Gas Tungsten Arc Welding 2,T   ,5.0,109,143,4,AMT 126
8556 - WELD 296 Flux Core Arc Welding 2,B   ,5.0,46,79,2,AMT 126
8556 - WELD 296 Flux Core Arc Welding 2,B   ,5.0,46,79,4,AMT 126
8558 - WELD 296 Flux Core Arc Welding 2,S   ,5.0,109,143,1,AMT 126
8558 - WELD 296 Flux Core Arc Welding 2,S   ,5.0,109,143,3,AMT 126
8559 - WELD 296 Flux Core Arc Welding 2,T   ,5.0,109,143,2,AMT 126
8559 - WELD 296 Flux Core Arc Welding 2,T   ,5.0,109,143,4,AMT 126
